distance_km,courier_reliability_score,rain_mm,wind_speed_kmh,weather_code,time_of_day,temperature_celsius,traffic_level,is_weekend,weather_severity,is_peak_hour,distance_bucket,rain_x_traffic,courier_x_distance,is_monsoon,day_of_week,wind_x_rain,weather_x_peak,courier_x_weather,traffic_x_dist,time_sin,time_cos,delay_probability,was_delayed
19.71,0.6026,2.06,34.64,81,11,34.0,45.4,0,4,0,2,0.1559,0.221,0,0,0.1486,0.0,0.167,0.2271,0.2588,-0.9659,0.9856,1
18.61,0.4245,1.33,21.59,53,8,30.8,80.7,0,3,1,2,0.2093,0.3784,0,2,0.07,3.0,0.2183,0.4034,0.866,-0.5,0.99,1
4.62,0.6514,0.73,12.97,51,8,32.8,73.3,0,3,1,0,0.1234,0.1035,0,1,0.0273,3.0,0.1029,0.0,0.866,-0.5,0.958,1
6.75,0.8483,0.0,9.54,2,12,31.4,62.5,0,1,0,1,0.0,0.0352,1,4,0.0,0.0,0.0099,0.1562,0.0,-1.0,0.2085,0
5.34,0.5331,0.03,7.79,61,11,35.5,53.4,0,3,0,1,0.0046,0.1716,0,0,0.0008,0.0,0.1595,0.1336,0.2588,-0.9659,0.8267,0
7.77,0.5021,4.29,19.33,80,9,35.4,83.5,0,3,1,1,0.4272,0.2221,0,3,0.1236,3.0,0.1757,0.2088,0.7071,-0.7071,0.99,1
7.71,0.7708,0.0,26.9,0,11,33.0,45.5,0,0,0,1,0.0,0.0692,0,2,0.0,0.0,0.0,0.1138,0.2588,-0.9659,0.2022,0
16.75,0.7916,0.0,10.45,1,10,28.7,77.9,0,0,1,2,0.0,0.0797,0,3,0.0,0.0,0.0,0.3893,0.5,-0.866,0.5431,1
3.9,0.4694,1.74,7.43,53,9,28.5,74.8,0,3,1,0,0.2314,0.1789,0,0,0.0287,3.0,0.1932,0.0,0.7071,-0.7071,0.99,1
19.71,0.7596,0.0,8.62,1,10,37.5,91.5,0,0,1,2,0.0,0.104,0,2,0.0,0.0,0.0,0.4573,0.5,-0.866,0.6946,1
2.58,0.859,0.0,15.11,1,11,35.4,50.4,0,0,0,0,0.0,0.0197,0,4,0.0,0.0,0.0,0.0,0.2588,-0.9659,0.1021,0
12.17,0.9457,5.86,21.0,63,21,26.3,48.1,0,4,0,2,0.2843,0.0095,1,4,0.1551,0.0,0.0084,0.2406,-0.7071,0.7071,0.9552,1
14.44,0.7082,0.0,70.88,2,19,28.4,76.9,0,1,1,2,0.0,0.1256,0,1,0.0,1.0,0.0263,0.3846,-0.9659,0.2588,0.8946,1
4.82,0.5822,9.53,11.73,63,1,22.6,25.6,0,4,0,0,0.1852,0.1385,0,3,0.1059,0.0,0.18,0.0,0.2588,0.9659,0.9642,1
12.6,0.8959,0.0,62.7,1,20,25.4,98.4,0,0,1,2,0.0,0.0255,0,4,0.0,0.0,0.0,0.4918,-0.866,0.5,0.7768,1
3.85,0.8773,0.0,25.65,1,13,27.5,46.9,0,0,0,0,0.0,0.0198,0,1,0.0,0.0,0.0,0.0,-0.2588,-0.9659,0.0848,0
12.24,0.5557,0.0,7.6,3,20,25.7,79.1,0,1,1,2,0.0,0.2228,1,0,0.0,1.0,0.0494,0.3956,-0.866,0.5,0.8749,0
20.39,0.7092,0.0,15.45,0,9,26.8,93.3,0,0,1,3,0.0,0.1399,1,3,0.0,0.0,0.0,0.6997,0.7071,-0.7071,0.7871,1
16.8,0.6149,0.0,14.68,0,19,32.9,79.9,0,0,1,2,0.0,0.2004,1,1,0.0,0.0,0.0,0.3997,-0.9659,0.2588,0.7889,1
5.01,0.7624,8.23,8.06,81,18,25.6,97.3,0,4,1,1,0.6639,0.0605,1,4,0.0687,4.0,0.0772,0.2434,-1.0,-0.0,0.99,1
4.12,0.5253,0.0,19.2,0,7,31.7,54.6,0,0,0,0,0.0,0.1556,0,2,0.0,0.0,0.0,0.0,0.9659,-0.2588,0.4733,0
6.39,0.6157,0.0,12.23,1,13,29.4,67.7,0,0,0,1,0.0,0.1388,0,2,0.0,0.0,0.0,0.1692,-0.2588,-0.9659,0.3677,0
22.92,0.6976,7.09,26.61,61,10,31.8,31.4,1,3,1,3,0.2015,0.1538,0,5,0.2135,3.0,0.0832,0.2355,0.5,-0.866,0.9637,1
6.56,0.8074,0.0,4.54,0,17,28.5,97.6,0,0,1,1,0.0,0.0498,0,2,0.0,0.0,0.0,0.2439,-0.9659,-0.2588,0.5655,1
11.58,0.8238,2.41,17.06,80,20,24.8,88.4,0,3,1,2,0.3324,0.0545,0,2,0.0802,3.0,0.037,0.4419,-0.866,0.5,0.99,1
15.42,0.5727,0.0,28.19,0,20,25.3,76.8,0,0,1,2,0.0,0.2277,0,2,0.0,0.0,0.0,0.384,-0.866,0.5,0.8443,1
0.59,0.8142,0.8,19.83,51,18,29.2,32.8,1,3,1,0,0.0591,0.0108,0,6,0.0447,3.0,0.04,0.0,-1.0,-0.0,0.3719,0
21.31,0.6231,0.0,23.95,0,18,24.7,82.1,0,0,1,3,0.0,0.2092,0,0,0.0,0.0,0.0,0.6158,-1.0,-0.0,0.8342,0
5.19,0.4692,0.0,8.71,0,10,30.2,74.7,0,0,1,1,0.0,0.2052,1,0,0.0,0.0,0.0,0.1868,0.5,-0.866,0.7969,1
12.68,0.4343,11.57,7.42,65,20,28.8,92.6,0,5,1,2,0.7192,0.3241,0,2,0.0721,5.0,0.3546,0.4628,-0.866,0.5,0.99,1
16.2,0.7505,3.65,6.18,80,13,30.6,25.5,1,3,0,2,0.1205,0.1033,0,6,0.0364,0.0,0.0623,0.1276,-0.2588,-0.9659,0.6354,0
25.33,0.5386,0.0,19.53,2,16,29.3,50.4,0,1,0,3,0.0,0.2985,0,3,0.0,0.0,0.0522,0.3776,-0.866,-0.5,0.7854,1
8.15,0.6886,0.63,4.62,61,17,27.5,88.7,0,3,1,1,0.1334,0.112,0,0,0.0087,3.0,0.0869,0.2216,-0.9659,-0.2588,0.9569,1
12.09,0.6103,0.0,6.74,1,13,30.9,51.2,0,0,0,2,0.0,0.1822,0,1,0.0,0.0,0.0,0.2559,-0.2588,-0.9659,0.3036,0
2.8,0.9765,0.0,22.43,1,11,31.9,35.5,1,0,0,0,0.0,0.0014,1,6,0.0,0.0,0.0,0.0,0.2588,-0.9659,0.0282,0
9.06,0.6325,0.0,16.74,3,22,29.2,26.2,0,1,0,1,0.0,0.1498,0,2,0.0,0.0,0.0371,0.0656,-0.5,0.866,0.2537,0
3.69,0.7615,0.0,15.08,3,12,35.7,53.1,0,1,0,0,0.0,0.0524,0,3,0.0,0.0,0.0194,0.0,0.0,-1.0,0.2009,1
8.8,0.7557,0.0,27.84,0,15,33.3,24.2,0,0,0,1,0.0,0.0803,1,0,0.0,0.0,0.0,0.0604,-0.7071,-0.7071,0.1004,0
13.72,0.8103,0.0,6.4,0,17,27.0,93.5,0,0,1,2,0.0,0.0647,0,4,0.0,0.0,0.0,0.4676,-0.9659,-0.2588,0.6082,1
9.43,0.5769,0.0,8.3,1,11,33.7,56.8,0,0,0,1,0.0,0.1879,0,4,0.0,0.0,0.0,0.1421,0.2588,-0.9659,0.4674,0
6.5,0.7099,0.0,4.4,0,15,25.6,31.0,1,0,0,1,0.0,0.0917,0,5,0.0,0.0,0.0,0.0774,-0.7071,-0.7071,0.0441,0
19.06,0.8864,3.6,7.74,63,13,32.4,59.9,0,4,0,2,0.2804,0.0334,0,2,0.0453,0.0,0.0255,0.2994,-0.2588,-0.9659,0.9532,1
3.42,0.5199,44.6,3.13,95,22,26.5,33.8,0,6,0,0,0.396,0.1439,1,3,0.0459,0.0,0.3326,0.0,-0.5,0.866,0.99,1
2.79,0.4878,0.0,9.22,3,1,20.1,33.4,0,1,0,0,0.0,0.1421,1,4,0.0,0.0,0.0611,0.0,0.2588,0.9659,0.3328,1
7.26,0.8448,7.74,8.77,80,3,25.8,50.6,0,3,0,1,0.3364,0.0376,0,4,0.073,0.0,0.0306,0.1264,0.7071,0.7071,0.9282,1
21.34,0.9117,0.0,32.2,0,9,28.3,99.7,0,0,1,3,0.0,0.0237,0,1,0.0,0.0,0.0,0.7476,0.7071,-0.7071,0.7161,0
15.14,0.5092,0.93,4.3,53,13,26.8,67.7,0,3,0,2,0.137,0.2785,0,0,0.0109,0.0,0.1719,0.3387,-0.2588,-0.9659,0.9673,1
6.21,0.7756,0.0,18.93,0,10,29.2,65.4,0,0,1,1,0.0,0.0612,1,0,0.0,0.0,0.0,0.1636,0.5,-0.866,0.3843,0
17.52,0.7006,0.0,5.3,1,17,32.2,33.4,1,0,1,2,0.0,0.1393,0,5,0.0,0.0,0.0,0.1672,-0.9659,-0.2588,0.1783,0
17.33,0.3663,0.0,3.09,1,7,19.8,57.9,0,0,0,2,0.0,0.4273,0,0,0.0,0.0,0.0,0.2894,0.9659,-0.2588,0.8562,0
16.44,0.514,0.0,14.11,3,10,34.1,72.4,0,1,1,2,0.0,0.282,0,0,0.0,1.0,0.0565,0.3618,0.5,-0.866,0.9148,1
3.18,0.7348,0.0,15.49,0,9,35.2,69.7,0,0,1,0,0.0,0.0569,1,3,0.0,0.0,0.0,0.0,0.7071,-0.7071,0.386,1
8.32,0.8147,0.0,7.36,1,11,37.1,45.4,0,0,0,1,0.0,0.0519,0,0,0.0,0.0,0.0,0.1136,0.2588,-0.9659,0.139,1
5.84,0.652,0.98,3.94,61,10,33.1,23.9,1,3,1,1,0.0504,0.115,1,5,0.0104,3.0,0.1026,0.0599,0.5,-0.866,0.6155,1
21.2,0.8386,0.0,21.46,0,19,25.3,85.4,0,0,1,3,0.0,0.0585,0,4,0.0,0.0,0.0,0.6407,-0.9659,0.2588,0.6202,1
6.19,0.5926,0.0,10.42,1,18,29.3,90.5,0,0,1,1,0.0,0.1494,0,4,0.0,0.0,0.0,0.2262,-1.0,-0.0,0.7663,0
19.63,0.8567,0.0,16.41,3,1,23.2,27.5,0,1,0,2,0.0,0.0478,1,3,0.0,0.0,0.009,0.1377,0.2588,0.9659,0.1351,0
2.05,0.7142,7.04,5.48,63,14,35.0,67.5,0,4,0,0,0.4316,0.0497,1,0,0.0438,0.0,0.1019,0.0,-0.5,-0.866,0.9883,1
5.76,0.8095,0.47,28.67,61,9,33.2,84.4,0,3,1,1,0.099,0.0463,0,0,0.0421,3.0,0.0416,0.2109,0.7071,-0.7071,0.9298,1
4.01,0.7415,1.52,13.21,53,13,32.7,57.0,0,3,0,0,0.1616,0.0617,1,0,0.0468,0.0,0.0657,0.0,-0.2588,-0.9659,0.798,1
18.32,0.7104,0.42,43.05,51,13,32.5,60.1,0,3,0,2,0.0643,0.1344,1,3,0.0576,0.0,0.0779,0.3006,-0.2588,-0.9659,0.8861,1
10.59,0.7337,0.0,10.46,2,11,36.4,36.0,1,1,0,2,0.0,0.098,0,5,0.0,0.0,0.0229,0.18,0.2588,-0.9659,0.1521,0
3.4,0.8086,11.77,14.42,82,23,25.5,18.7,0,5,0,0,0.1459,0.0361,0,4,0.1409,0.0,0.0698,0.0,-0.2588,0.9659,0.9163,1
40.25,0.7484,0.0,23.5,0,17,27.6,87.8,0,0,1,4,0.0,0.1367,1,1,0.0,0.0,0.0,0.8777,-0.9659,-0.2588,0.7973,1
3.99,0.7451,0.0,0.63,3,21,21.8,60.6,0,1,0,0,0.0,0.0602,0,0,0.0,0.0,0.0214,0.0,-0.7071,0.7071,0.2908,1
12.89,0.6406,0.0,16.19,1,9,32.2,89.0,0,0,1,2,0.0,0.1651,0,4,0.0,0.0,0.0,0.4448,0.7071,-0.7071,0.7959,0
2.48,0.6787,0.0,14.0,1,13,33.4,52.2,0,0,0,0,0.0,0.0661,0,3,0.0,0.0,0.0,0.0,-0.2588,-0.9659,0.1418,0
0.3,0.7418,1.4,16.22,51,12,30.5,48.6,0,3,0,0,0.1309,0.01,0,0,0.0546,0.0,0.0656,0.0,0.0,-1.0,0.587,1
6.71,0.8922,0.0,10.76,1,9,32.0,85.0,0,0,1,1,0.0,0.021,1,0,0.0,0.0,0.0,0.2126,0.7071,-0.7071,0.4055,0
4.33,0.8916,0.0,14.26,1,15,28.0,39.2,1,0,0,0,0.0,0.0174,1,5,0.0,0.0,0.0,0.0,-0.7071,-0.7071,0.0239,0
2.11,0.7934,0.0,52.79,0,6,31.4,23.6,0,0,0,0,0.0,0.031,1,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0696,0
20.35,0.7644,0.16,3.22,53,19,26.8,93.3,0,3,1,3,0.0416,0.1019,0,1,0.0018,3.0,0.0572,0.6996,-0.9659,0.2588,0.9455,1
9.49,0.6731,1.76,21.91,51,16,31.0,57.3,0,3,0,1,0.1787,0.1279,0,0,0.0854,0.0,0.0934,0.1433,-0.866,-0.5,0.9455,1
4.11,0.5893,0.0,25.55,0,20,28.5,73.7,0,0,1,0,0.0,0.125,1,3,0.0,0.0,0.0,0.0,-0.866,0.5,0.6689,1
4.56,0.7853,0.0,20.54,1,9,29.8,92.6,0,0,1,0,0.0,0.0497,0,4,0.0,0.0,0.0,0.0,0.7071,-0.7071,0.5704,0
8.46,0.7903,0.0,6.82,0,4,28.6,28.0,0,0,0,1,0.0,0.0628,0,3,0.0,0.0,0.0,0.0701,0.866,0.5,0.0599,0
7.79,0.6212,0.0,17.7,0,21,26.4,47.9,0,0,0,1,0.0,0.1476,0,0,0.0,0.0,0.0,0.1198,-0.7071,0.7071,0.3438,0
5.77,0.7651,0.0,12.74,0,16,34.6,39.5,0,0,0,1,0.0,0.0634,0,3,0.0,0.0,0.0,0.0988,-0.866,-0.5,0.1344,0
14.05,0.671,0.0,14.92,1,14,32.3,64.1,0,0,0,2,0.0,0.149,0,2,0.0,0.0,0.0,0.3203,-0.5,-0.866,0.3656,1
3.35,0.6426,0.0,25.8,0,11,32.2,54.0,0,0,0,0,0.0,0.0914,1,4,0.0,0.0,0.0,0.0,0.2588,-0.9659,0.3036,0
28.62,0.6684,0.0,10.53,0,16,33.1,45.0,0,0,0,3,0.0,0.1884,0,1,0.0,0.0,0.0,0.3374,-0.866,-0.5,0.3946,0
8.37,0.6589,5.6,22.89,63,10,37.6,85.4,0,4,1,1,0.4948,0.1298,1,3,0.1658,4.0,0.1328,0.2135,0.5,-0.866,0.99,1
6.52,0.5326,1.68,9.57,53,19,26.0,92.5,0,3,1,1,0.28,0.1877,0,1,0.0362,3.0,0.1598,0.2312,-0.9659,0.2588,0.99,1
12.28,0.8139,0.0,13.66,3,21,25.1,33.2,1,1,0,2,0.0,0.0605,1,6,0.0,0.0,0.0134,0.1659,-0.7071,0.7071,0.1124,0
6.97,0.8392,0.0,13.84,2,9,31.4,92.3,0,1,1,1,0.0,0.039,0,0,0.0,1.0,0.0108,0.2308,0.7071,-0.7071,0.6695,1
7.56,0.8595,0.0,12.02,0,15,29.4,25.3,0,0,0,1,0.0,0.0329,0,0,0.0,0.0,0.0,0.0631,-0.7071,-0.7071,0.047,0
2.94,0.8417,5.1,7.34,80,10,30.8,71.6,0,3,1,0,0.3975,0.0251,1,0,0.051,3.0,0.0315,0.0,0.5,-0.866,0.9734,1
7.2,0.7962,0.0,13.43,0,9,32.2,100.0,0,0,1,1,0.0,0.0564,0,2,0.0,0.0,0.0,0.25,0.7071,-0.7071,0.6472,1
12.96,0.7921,0.3,5.81,53,13,31.1,52.8,0,3,0,2,0.0425,0.0728,0,1,0.0058,0.0,0.0474,0.2642,-0.2588,-0.9659,0.6034,1
0.32,0.5374,0.0,13.06,0,8,31.4,79.9,0,0,1,0,0.0,0.0257,0,0,0.0,0.0,0.0,0.0,0.866,-0.5,0.5419,0
8.91,0.6118,0.0,8.81,2,10,39.5,66.8,0,1,1,1,0.0,0.1616,0,2,0.0,1.0,0.0403,0.1669,0.5,-0.866,0.7404,0
10.14,0.6235,0.0,20.16,0,1,23.9,35.7,0,0,0,2,0.0,0.1622,1,3,0.0,0.0,0.0,0.1787,0.2588,0.9659,0.2311,0
4.8,0.4804,0.0,2.88,1,15,26.3,22.3,0,0,0,0,0.0,0.1917,1,0,0.0,0.0,0.0,0.0,-0.7071,-0.7071,0.1972,0
18.16,0.9747,0.0,11.21,2,12,35.2,53.9,0,1,0,2,0.0,0.0035,0,2,0.0,0.0,0.0007,0.2694,0.0,-1.0,0.176,0
12.33,0.6941,0.01,9.3,53,8,27.1,20.3,1,3,1,2,0.0008,0.1276,0,6,0.0005,3.0,0.0846,0.1017,0.866,-0.5,0.4636,1
20.12,0.6171,0.0,15.77,0,7,32.1,39.5,0,0,0,3,0.0,0.2104,0,1,0.0,0.0,0.0,0.296,0.9659,-0.2588,0.4086,0
7.97,0.8476,1.92,16.56,53,1,22.8,41.2,0,3,0,1,0.1355,0.038,0,1,0.068,0.0,0.0297,0.103,0.2588,0.9659,0.6962,0
2.34,0.816,0.0,18.55,1,18,28.1,28.1,1,0,1,0,0.0,0.0277,0,6,0.0,0.0,0.0,0.0,-1.0,-0.0,0.0527,0
8.28,0.8453,0.0,5.76,2,18,27.2,87.4,0,1,1,1,0.0,0.0395,0,1,0.0,1.0,0.0101,0.2184,-1.0,-0.0,0.614,1
10.64,0.905,36.63,18.13,99,20,22.8,21.7,1,6,1,2,0.2412,0.0209,1,6,0.2523,6.0,0.0293,0.1083,-0.866,0.5,0.99,1
20.74,0.9049,3.24,7.95,81,14,27.8,63.6,0,4,0,3,0.2824,0.0263,0,2,0.0441,0.0,0.0195,0.4773,-0.5,-0.866,0.9493,1
13.88,0.8508,0.24,0.85,53,15,28.4,20.8,1,3,0,2,0.0138,0.0453,0,5,0.0007,0.0,0.0288,0.104,-0.7071,-0.7071,0.1555,0
19.09,0.7331,0.0,15.01,0,18,29.8,36.7,1,0,1,2,0.0,0.1205,1,6,0.0,0.0,0.0,0.1834,-1.0,-0.0,0.1956,0
16.07,0.891,10.68,7.53,63,14,32.2,56.6,0,4,0,2,0.4268,0.0297,0,4,0.071,0.0,0.024,0.2829,-0.5,-0.866,0.9816,1
1.06,0.7516,0.0,9.9,0,18,30.4,77.3,0,0,1,0,0.0,0.026,1,4,0.0,0.0,0.0,0.0,-1.0,-0.0,0.3152,1
0.79,0.919,0.0,14.1,2,19,31.9,91.0,0,1,1,0,0.0,0.0039,1,3,0.0,1.0,0.0038,0.0,-0.9659,0.2588,0.4438,1
9.79,0.6565,0.0,8.68,1,19,26.6,94.0,0,0,1,1,0.0,0.1394,1,1,0.0,0.0,0.0,0.235,-0.9659,0.2588,0.7615,1
4.64,0.6039,0.0,9.64,0,15,31.9,24.9,0,0,0,0,0.0,0.1256,0,1,0.0,0.0,0.0,0.0,-0.7071,-0.7071,0.1134,0
21.16,0.6596,0.0,23.49,1,0,24.3,26.6,1,0,0,3,0.0,0.1792,0,5,0.0,0.0,0.0,0.1994,0.0,1.0,0.126,0
3.56,0.3532,3.8,14.21,61,11,35.7,48.9,0,3,0,0,0.2355,0.2298,0,2,0.0855,0.0,0.2601,0.0,0.2588,-0.9659,0.99,1
4.47,0.9194,1.74,22.38,51,14,31.9,58.5,0,3,0,0,0.1813,0.0113,0,4,0.0867,0.0,0.0114,0.0,-0.5,-0.866,0.7522,1
13.59,0.8019,0.0,15.96,1,19,24.0,88.4,0,0,1,2,0.0,0.0688,0,0,0.0,0.0,0.0,0.442,-0.9659,0.2588,0.6183,0
31.88,0.4978,0.0,19.05,3,9,27.3,79.8,0,1,1,4,0.0,0.362,1,1,0.0,1.0,0.0593,0.7984,0.7071,-0.7071,0.964,1
11.55,0.8164,6.12,21.91,61,19,26.4,37.5,1,3,1,2,0.2259,0.058,0,6,0.165,3.0,0.0393,0.1876,-0.9659,0.2588,0.9118,1
12.56,0.688,0.0,11.85,0,17,25.6,97.8,0,0,1,2,0.0,0.1323,0,2,0.0,0.0,0.0,0.4892,-0.9659,-0.2588,0.7838,1
2.88,0.6198,0.0,19.56,2,17,25.7,100.0,0,1,1,0,0.0,0.0925,0,1,0.0,1.0,0.0391,0.0,-0.9659,-0.2588,0.853,1
3.7,0.7076,8.57,13.66,63,11,37.0,45.5,0,4,0,0,0.3155,0.0712,0,0,0.1183,0.0,0.1054,0.0,0.2588,-0.9659,0.9768,1
16.01,0.8291,0.0,16.21,0,9,35.6,75.4,0,0,1,2,0.0,0.0583,1,3,0.0,0.0,0.0,0.3771,0.7071,-0.7071,0.4995,0
10.58,0.6382,0.0,27.39,3,13,32.0,65.2,0,1,0,2,0.0,0.1552,0,4,0.0,0.0,0.0363,0.3262,-0.2588,-0.9659,0.5918,1
14.83,0.7307,5.51,7.44,80,13,30.9,67.7,0,3,0,2,0.3895,0.1124,1,1,0.0535,0.0,0.0699,0.3387,-0.2588,-0.9659,0.9805,1
9.82,0.7238,0.0,37.64,1,20,23.6,88.9,0,0,1,1,0.0,0.1007,0,3,0.0,0.0,0.0,0.2223,-0.866,0.5,0.7521,1
15.25,0.8452,0.0,8.57,3,0,20.0,38.0,0,1,0,2,0.0,0.0495,0,1,0.0,0.0,0.0102,0.1901,0.0,1.0,0.1513,0
8.19,0.786,0.0,5.92,0,12,32.8,69.2,0,0,0,1,0.0,0.064,1,2,0.0,0.0,0.0,0.1729,0.0,-1.0,0.198,1
20.07,0.8298,10.52,10.21,65,7,26.5,55.0,0,5,0,3,0.4123,0.0623,0,0,0.0957,0.0,0.0585,0.4122,0.9659,-0.2588,0.99,1
25.5,0.6469,0.0,18.69,0,20,26.8,94.3,0,0,1,3,0.0,0.2002,0,0,0.0,0.0,0.0,0.7073,-0.866,0.5,0.8702,1
10.04,0.8183,0.0,11.08,0,14,33.5,50.4,0,0,0,2,0.0,0.0541,0,1,0.0,0.0,0.0,0.2519,-0.5,-0.866,0.1143,0
7.36,0.8164,0.0,24.3,0,12,32.9,24.5,1,0,0,1,0.0,0.0486,0,5,0.0,0.0,0.0,0.0612,0.0,-1.0,0.0371,0
8.8,0.8591,1.38,4.93,51,20,25.9,90.9,0,3,1,1,0.2417,0.0352,0,3,0.0164,3.0,0.0265,0.2274,-0.866,0.5,0.9576,1
4.68,0.7716,0.0,18.78,1,13,32.8,62.3,0,0,0,0,0.0,0.0552,1,3,0.0,0.0,0.0,0.0,-0.2588,-0.9659,0.1674,0
25.06,0.7253,0.0,9.45,0,12,32.7,55.1,0,0,0,3,0.0,0.1367,0,3,0.0,0.0,0.0,0.4132,0.0,-1.0,0.265,0
8.39,0.8538,0.0,19.24,1,9,30.1,92.5,0,0,1,1,0.0,0.0364,0,0,0.0,0.0,0.0,0.2312,0.7071,-0.7071,0.5618,0
5.94,0.7525,0.0,31.17,3,7,34.4,44.4,0,1,0,1,0.0,0.0695,0,2,0.0,0.0,0.0205,0.1111,0.9659,-0.2588,0.3214,1
3.42,0.7291,0.0,13.89,1,19,27.1,92.9,0,0,1,0,0.0,0.061,0,0,0.0,0.0,0.0,0.0,-0.9659,0.2588,0.5881,1
11.42,0.5841,0.0,8.5,1,19,26.0,84.6,0,0,1,2,0.0,0.1968,0,0,0.0,0.0,0.0,0.4229,-0.9659,0.2588,0.7982,1
11.46,0.6617,0.0,5.07,0,20,25.2,98.2,0,0,1,2,0.0,0.1446,0,4,0.0,0.0,0.0,0.4912,-0.866,0.5,0.7866,0
9.92,0.6747,0.0,12.05,3,11,33.9,47.4,0,1,0,1,0.0,0.1291,1,1,0.0,0.0,0.0309,0.1185,0.2588,-0.9659,0.4175,1
13.31,0.6232,0.0,7.85,2,16,27.5,31.9,1,1,0,2,0.0,0.1792,0,6,0.0,0.0,0.0385,0.1595,-0.866,-0.5,0.252,1
1.92,0.8071,8.85,10.16,80,19,27.2,100.0,0,3,1,0,0.7022,0.0264,0,0,0.0891,3.0,0.0424,0.0,-0.9659,0.2588,0.99,1
31.61,0.6649,8.11,13.55,61,17,29.0,34.1,1,3,1,4,0.2313,0.1968,0,5,0.1149,3.0,0.097,0.341,-0.9659,-0.2588,0.9747,1
8.85,0.6236,0.0,10.43,0,13,32.5,63.0,0,0,0,1,0.0,0.1538,0,1,0.0,0.0,0.0,0.1575,-0.2588,-0.9659,0.3471,0
15.35,0.6913,0.0,16.99,0,10,37.3,75.4,0,0,1,2,0.0,0.1396,0,3,0.0,0.0,0.0,0.3769,0.5,-0.866,0.6654,0
13.66,0.7554,6.32,12.17,80,20,26.5,87.2,0,3,1,2,0.5324,0.0946,0,1,0.0929,3.0,0.0605,0.4358,-0.866,0.5,0.99,1
2.17,0.8982,0.0,39.19,0,7,29.0,57.6,0,0,0,0,0.0,0.0109,0,1,0.0,0.0,0.0,0.0,0.9659,-0.2588,0.159,0
16.88,0.4882,0.0,18.86,0,10,32.2,99.7,0,0,1,2,0.0,0.3074,1,4,0.0,0.0,0.0,0.4986,0.5,-0.866,0.9498,1
3.81,0.8511,0.0,38.67,2,23,22.5,30.1,0,1,0,0,0.0,0.0263,0,0,0.0,0.0,0.0096,0.0,-0.2588,0.9659,0.1192,0
15.54,0.4128,0.0,10.87,2,11,32.2,34.6,1,1,0,2,0.0,0.3676,0,6,0.0,0.0,0.075,0.173,0.2588,-0.9659,0.6545,0
0.95,0.9354,0.79,10.31,51,11,39.2,44.9,0,3,0,0,0.0805,0.0032,1,0,0.0231,0.0,0.0082,0.0,0.2588,-0.9659,0.4165,1
6.67,0.7708,0.0,10.39,0,11,32.0,41.4,0,0,0,1,0.0,0.0651,0,1,0.0,0.0,0.0,0.1036,0.2588,-0.9659,0.1353,0
16.36,0.6621,0.0,11.5,1,10,33.3,79.8,0,0,1,2,0.0,0.1633,1,0,0.0,0.0,0.0,0.399,0.5,-0.866,0.7167,1
5.61,0.704,0.0,24.26,1,19,33.7,92.3,0,0,1,1,0.0,0.0886,0,4,0.0,0.0,0.0,0.2307,-0.9659,0.2588,0.6972,0
25.88,0.644,0.27,7.1,51,18,30.8,89.7,0,3,1,3,0.0663,0.2036,0,0,0.0066,3.0,0.1062,0.6726,-1.0,-0.0,0.9777,1
21.17,0.938,0.0,39.11,1,12,28.4,63.1,0,0,0,3,0.0,0.0139,0,2,0.0,0.0,0.0,0.4731,0.0,-1.0,0.2281,0
2.16,0.3658,4.97,14.36,63,3,21.8,32.5,0,4,0,0,0.178,0.1694,0,2,0.0984,0.0,0.3367,0.0,0.7071,0.7071,0.9858,1
3.33,0.6398,9.72,30.37,81,9,28.1,25.0,1,4,1,0,0.1819,0.0922,0,5,0.2764,4.0,0.1441,0.0,0.7071,-0.7071,0.9654,1
2.33,0.6407,0.0,20.01,1,16,30.9,57.1,0,0,0,0,0.0,0.0754,0,0,0.0,0.0,0.0,0.0,-0.866,-0.5,0.2799,0
12.32,0.855,0.0,12.28,0,10,31.5,33.4,1,0,1,2,0.0,0.0416,1,6,0.0,0.0,0.0,0.1672,0.5,-0.866,0.088,0
1.23,0.8101,5.2,18.48,81,19,29.6,90.6,0,4,1,0,0.5074,0.0194,0,2,0.1293,4.0,0.0552,0.0,-0.9659,0.2588,0.99,1
16.35,0.8097,0.0,28.87,1,20,22.7,92.9,0,0,1,2,0.0,0.069,0,4,0.0,0.0,0.0,0.4645,-0.866,0.5,0.706,0
15.32,0.6035,4.41,14.06,61,21,27.5,39.7,0,3,0,2,0.2059,0.203,0,4,0.0911,0.0,0.1248,0.1987,-0.7071,0.7071,0.9687,1
5.56,0.926,0.0,2.71,0,7,29.2,40.2,0,0,0,1,0.0,0.011,0,0,0.0,0.0,0.0,0.1005,0.9659,-0.2588,0.068,0
0.92,0.6984,0.0,9.7,1,9,26.3,81.6,0,0,1,0,0.0,0.0316,1,2,0.0,0.0,0.0,0.0,0.7071,-0.7071,0.3947,0
13.18,0.6996,0.8,7.8,51,16,38.0,52.0,0,3,0,2,0.0935,0.1271,0,4,0.0176,0.0,0.0823,0.2598,-0.866,-0.5,0.8525,1
3.54,0.5965,0.0,33.8,0,19,28.5,95.5,0,0,1,0,0.0,0.113,0,3,0.0,0.0,0.0,0.0,-0.9659,0.2588,0.8188,1
